"","Species","Genus","Subspecies","ValidBinomial","Year"
"49063","anticlea","Charaxes",NA,"Charaxes anticlea",1782
"49107","anticlea","Charaxes","adusta","Charaxes anticlea",1900
"49108","anticlea","Charaxes","mwera","Charaxes anticlea",1996
"49109","anticlea","Charaxes","proadusta","Charaxes anticlea",1971
"49110","anticlea","Charaxes","suna","Charaxes anticlea",1975
"49113","antiquus","Charaxes",NA,"Charaxes antiquus",1926
"49115","antonius","Charaxes",NA,"Charaxes antonius",1878
"49117","antonius","Charaxes","dinagatensis","Charaxes antonius",1991
"49118","antonius","Charaxes","osadai","Charaxes antonius",1985
"49124","aristogiton","Charaxes",NA,"Charaxes aristogiton",1867
"49134","aristogiton","Charaxes","indefinita","Charaxes aristogiton",1921
"49135","aristogiton","Charaxes","peridoneus","Charaxes aristogiton",1914
"49146","aubyni","Charaxes",NA,"Charaxes aubyni",1926
"49157","aubyni","Charaxes","australis","Charaxes aubyni",1957
"49158","aubyni","Charaxes","ecketti","Charaxes aubyni",1957
"49166","baileyi","Charaxes",NA,"Charaxes baileyi",1958
"49168","bajula","Charaxes",NA,"Charaxes bajula",1889
"49169","bajula","Charaxes","adoracion","Charaxes bajula",1989
"49170","bajula","Charaxes","basilisae","Charaxes bajula",1982
"49171","bajula","Charaxes","planitas","Charaxes bajula",1991
"49172","bajula","Charaxes","remulus","Charaxes bajula",1991
"49173","balfouri","Charaxes",NA,"Charaxes balfouri",1881
"49179","barnsi","Charaxes",NA,"Charaxes barnsi",1927
"49184","basquini","Charaxes",NA,"Charaxes basquini",2009
"49187","baumanni","Charaxes",NA,"Charaxes baumanni",1891
"49213","baumanni","Charaxes","bamptoni","Charaxes baumanni",1974
"49214","baumanni","Charaxes","bwamba","Charaxes baumanni",1971
"49215","baumanni","Charaxes","didingensis","Charaxes baumanni",1971
"49216","baumanni","Charaxes","granti","Charaxes baumanni",1989
"49217","baumanni","Charaxes","interposita","Charaxes baumanni",1971
"49218","baumanni","Charaxes","nyiro","Charaxes baumanni",1991
"49219","baumanni","Charaxes","selousi","Charaxes baumanni",1894
"49220","baumanni","Charaxes","tenuis","Charaxes baumanni",1971
"49221","baumanni","Charaxes","whytei","Charaxes baumanni",1894
"49229","berkeleyi","Charaxes",NA,"Charaxes berkeleyi",1957
"49233","berkeleyi","Charaxes","longido","Charaxes berkeleyi",2011
"49234","berkeleyi","Charaxes","marci","Charaxes berkeleyi",1998
"49235","berkeleyi","Charaxes","masaba","Charaxes berkeleyi",1969
"49238","bernardus","Charaxes",NA,"Charaxes bernardus",1793
"49281","bernardus","Charaxes","acolus","Charaxes bernardus",1914
"49282","bernardus","Charaxes","ajax","Charaxes bernardus",1897
"49283","bernardus","Charaxes","ardjasanus","Charaxes bernardus",1938
"49284","bernardus","Charaxes","baliensis","Charaxes bernardus",1921
"49285","bernardus","Charaxes","baya","Charaxes bernardus",1858
"49286","bernardus","Charaxes","crepax","Charaxes bernardus",1914
"49287","bernardus","Charaxes","cybistia","Charaxes bernardus",1914
"49288","bernardus","Charaxes","enganicus","Charaxes bernardus",1903
"49289","bernardus","Charaxes","hemana","Charaxes bernardus",1870
"49290","bernardus","Charaxes","hierax","Charaxes bernardus",1867
"49291","bernardus","Charaxes","hindia","Charaxes bernardus",1872
"49292","bernardus","Charaxes","mahawedi","Charaxes bernardus",1914
"49293","bernardus","Charaxes","mirabilis","Charaxes bernardus",1989
"49294","bernardus","Charaxes","mitschkei","Charaxes bernardus",1913
"49295","bernardus","Charaxes","miyatai","Charaxes bernardus",1989
"49296","bernardus","Charaxes","paris","Charaxes bernardus",1921
"49297","bernardus","Charaxes","phlegontis","Charaxes bernardus",1914
"49298","bernardus","Charaxes","primus","Charaxes bernardus",1991
"49299","bernardus","Charaxes","radians","Charaxes bernardus",1991
"49300","bernardus","Charaxes","repetitus","Charaxes bernardus",1896
"49301","bernardus","Charaxes","siporaensis","Charaxes bernardus",1993
"49302","bernardus","Charaxes","varenius","Charaxes bernardus",1906
"49303","bernstorffi","Charaxes",NA,"Charaxes bernstorffi",1982
"49314","biokoensis","Charaxes",NA,"Charaxes biokoensis",1989
"49316","bipunctatus","Charaxes",NA,"Charaxes bipunctatus",1894
"49331","bipunctatus","Charaxes","ugandensis","Charaxes bipunctatus",1972
"49333","blanda","Charaxes",NA,"Charaxes blanda",1897
"49338","blanda","Charaxes","kenyae","Charaxes blanda",1926
"49340","bocqueti","Charaxes",NA,"Charaxes bocqueti",1975
"49350","bocqueti","Charaxes","oubanguiensis","Charaxes bocqueti",1975
"49352","bohemani","Charaxes",NA,"Charaxes bohemani",1859
"49376","bohemani","Charaxes","matakall","Charaxes bohemani",1985
"49378","borneensis","Charaxes",NA,"Charaxes borneensis",1869
"49383","borneensis","Charaxes","daemoniacus","Charaxes borneensis",1914
"49384","borneensis","Charaxes","latifasciatus","Charaxes borneensis",1993
"49385","borneensis","Charaxes","nigresco","Charaxes borneensis",1991
"49386","borneensis","Charaxes","praestantius","Charaxes borneensis",1914
"49387","borneensis","Charaxes","quirinus","Charaxes borneensis",1991
"49388","borneensis","Charaxes","vandepolli","Charaxes borneensis",1913
"49390","boueti","Charaxes",NA,"Charaxes boueti",1850
"49422","boueti","Charaxes","carvalhoi","Charaxes boueti",1983
"49423","boueti","Charaxes","macclounii","Charaxes boueti",1895
"49424","boueti","Charaxes","rectans","Charaxes boueti",1903
"49427","brainei","Charaxes",NA,"Charaxes brainei",1966
"49439","brutus","Charaxes",NA,"Charaxes brutus",1779
"49500","brutus","Charaxes","alcyone","Charaxes brutus",1943
"49501","brutus","Charaxes","angustus","Charaxes brutus",1900
"49502","brutus","Charaxes","natalensis","Charaxes brutus",1886
"49503","brutus","Charaxes","roberti","Charaxes brutus",1987
"49507","bupalus","Charaxes",NA,"Charaxes bupalus",1889
"49508","bupalus","Charaxes","rowelii","Charaxes bupalus",1993
"49515","bwete","Charaxes",NA,"Charaxes bwete",2012
"49518","cacuthis","Charaxes",NA,"Charaxes cacuthis",1863
"49530","candiope","Charaxes",NA,"Charaxes candiope",1824
"49569","carteri","Charaxes",NA,"Charaxes carteri",1881
"49574","castor","Charaxes",NA,"Charaxes castor",1775
"49659","castor","Charaxes","arthuri","Charaxes castor",1971
"49660","castor","Charaxes","comoranus","Charaxes castor",1903
"49661","castor","Charaxes","flavifasciatus","Charaxes castor",1895
"49663","catachrous","Charaxes",NA,"Charaxes catachrous",1952
"49678","cedreatis","Charaxes",NA,"Charaxes cedreatis",1874
"49722","chepalungu","Charaxes",NA,"Charaxes chepalungu",1969
"49726","chevroti","Charaxes",NA,"Charaxes chevroti",2005
"49728","chintechi","Charaxes",NA,"Charaxes chintechi",1975
"49740","chintechi","Charaxes","pseudophaeus","Charaxes chintechi",1957
"49746","chunguensis","Charaxes",NA,"Charaxes chunguensis",1986
"49751","cithaeron","Charaxes",NA,"Charaxes cithaeron",1859
"49764","cithaeron","Charaxes","joanae","Charaxes cithaeron",1964
"49765","cithaeron","Charaxes","kennethi","Charaxes cithaeron",1926
"49766","cithaeron","Charaxes","nairobicus","Charaxes cithaeron",1953
"49767","cithaeron","Charaxes","nyasae","Charaxes cithaeron",1964
"49781","congdoni","Charaxes",NA,"Charaxes congdoni",1989
"49789","contrarius","Charaxes",NA,"Charaxes contrarius",1907
"49794","contrarius","Charaxes","lukosi","Charaxes contrarius",2007
"49799","cowani","Charaxes",NA,"Charaxes cowani",1878
"49811","cynthia","Charaxes",NA,"Charaxes cynthia",1866
"49836","cynthia","Charaxes","kinduana","Charaxes cynthia",1923
"49837","cynthia","Charaxes","mukuyu","Charaxes cynthia",1969
"49838","cynthia","Charaxes","parvicaudatus","Charaxes cynthia",1926
"49839","cynthia","Charaxes","sabulosus","Charaxes cynthia",1928
"49847","defulvata","Charaxes",NA,"Charaxes defulvata",1926
"49857","dewitzi","Charaxes",NA,"Charaxes dewitzi",1895
"49863","dilutus","Charaxes",NA,"Charaxes dilutus",1898
"49879","dilutus","Charaxes","amanica","Charaxes dilutus",1990
"49882","distanti","Charaxes",NA,"Charaxes distanti",1885
"49884","distanti","Charaxes","phlegmone","Charaxes distanti",1914
"49885","distanti","Charaxes","thespius","Charaxes distanti",1914
"49886","diversiforma","Charaxes",NA,"Charaxes diversiforma",1957
"49893","doubledayi","Charaxes",NA,"Charaxes doubledayi",1899
"49928","dowsetti","Charaxes",NA,"Charaxes dowsetti",1989
"49931","dreuxi","Charaxes",NA,"Charaxes dreuxi",1977
"49934","druceanus","Charaxes",NA,"Charaxes druceanus",1869
"49963","druceanus","Charaxes","alicea","Charaxes druceanus",1931
"49964","druceanus","Charaxes","brazza","Charaxes druceanus",1987
"49965","druceanus","Charaxes","entabeni","Charaxes druceanus",1963
"49966","druceanus","Charaxes","katamayu","Charaxes druceanus",1982
"49967","druceanus","Charaxes","moerens","Charaxes druceanus",1936
"49968","druceanus","Charaxes","obscura","Charaxes druceanus",1914
"49969","druceanus","Charaxes","praestans","Charaxes druceanus",1989
"49970","druceanus","Charaxes","proximans","Charaxes druceanus",1922
"49971","druceanus","Charaxes","septentrionalis","Charaxes druceanus",1926
"49972","druceanus","Charaxes","solitaria","Charaxes druceanus",1992
"49973","druceanus","Charaxes","stevensoni","Charaxes druceanus",1963
"49974","druceanus","Charaxes","teita","Charaxes druceanus",1939
"49975","druceanus","Charaxes","vivianae","Charaxes druceanus",1982
"49976","druceanus","Charaxes","williamsi","Charaxes druceanus",1982
"49977","dubiosus","Charaxes",NA,"Charaxes dubiosus",1936
"49979","ducarmei","Charaxes",NA,"Charaxes ducarmei",1982
"49984","durnfordi","Charaxes",NA,"Charaxes durnfordi",1884
"49997","durnfordi","Charaxes","billitonensis","Charaxes durnfordi",1985
"49998","durnfordi","Charaxes","connectens","Charaxes durnfordi",1897
"49999","durnfordi","Charaxes","everetti","Charaxes durnfordi",1894
"50000","durnfordi","Charaxes","kabuto","Charaxes durnfordi",1991
"50001","durnfordi","Charaxes","kawaii","Charaxes durnfordi",1993
"50002","durnfordi","Charaxes","merguia","Charaxes durnfordi",1926
"50003","durnfordi","Charaxes","nanami","Charaxes durnfordi",1992
"50004","durnfordi","Charaxes","nicholii","Charaxes durnfordi",1886
"50005","durnfordi","Charaxes","siporanus","Charaxes durnfordi",1990
"50006","durnfordi","Charaxes","staudingeri","Charaxes durnfordi",1894
"50015","elwesi","Charaxes",NA,"Charaxes elwesi",1922
"50016","elwesi","Charaxes","detanii","Charaxes elwesi",1985
"50017","elwesi","Charaxes","nakamotoi","Charaxes elwesi",1985
"50018","elwesi","Charaxes","pugnax","Charaxes elwesi",1979
"50023","epijasius","Charaxes",NA,"Charaxes epijasius",1850
"50054","etesipe","Charaxes",NA,"Charaxes etesipe",1824
"50109","etesipe","Charaxes","abyssinicus","Charaxes etesipe",1900
"50110","etesipe","Charaxes","gordoni","Charaxes etesipe",1936
"50111","etesipe","Charaxes","hercules","Charaxes etesipe",2002
"50112","etesipe","Charaxes","patrizii","Charaxes etesipe",1949
"50113","etesipe","Charaxes","pemba","Charaxes etesipe",1966
"50114","etesipe","Charaxes","shaba","Charaxes etesipe",1981
"50115","etesipe","Charaxes","tavetensis","Charaxes etesipe",1894
"50116","ethalion","Charaxes",NA,"Charaxes ethalion",1847
"50135","ethalion","Charaxes","binghami","Charaxes ethalion",1982
"50136","ethalion","Charaxes","fisheri","Charaxes ethalion",1982
"50137","ethalion","Charaxes","handmani","Charaxes ethalion",1982
"50138","ethalion","Charaxes","kikuyuensis","Charaxes ethalion",1967
"50139","ethalion","Charaxes","kitungulensis","Charaxes ethalion",1911
"50140","ethalion","Charaxes","littoralis","Charaxes ethalion",1967
"50141","ethalion","Charaxes","marsabitensis","Charaxes ethalion",1967
"50142","ethalion","Charaxes","nyanzae","Charaxes ethalion",1967
"50144","etheocles","Charaxes",NA,"Charaxes etheocles",1777
"50186","etheocles","Charaxes","carpenteri","Charaxes etheocles",1919
"50187","etheocles","Charaxes","evansi","Charaxes etheocles",1932
"50189","eudoxus","Charaxes",NA,"Charaxes eudoxus",1816
"50208","eupale","Charaxes",NA,"Charaxes eupale",1782
"50236","eurialus","Charaxes",NA,"Charaxes eurialus",1775
"50249","farrelli","Charaxes",NA,"Charaxes farrelli",2004
"50252","fervens","Charaxes",NA,"Charaxes fervens",1896
"50253","fervens","Charaxes","igneus","Charaxes fervens",1991
"50254","fervens","Charaxes","pagensis","Charaxes fervens",1991
"50256","figinii","Charaxes",NA,"Charaxes figinii",1948
"50259","fionae","Charaxes",NA,"Charaxes fionae",1977
"50276","fournierae","Charaxes",NA,"Charaxes fournierae",1930
"50297","fournierae","Charaxes","vandenberghei","Charaxes fournierae",1982
"50303","fulgurata","Charaxes",NA,"Charaxes fulgurata",1899
"50313","fulvescens","Charaxes",NA,"Charaxes fulvescens",1891
"50343","fulvescens","Charaxes","imenti","Charaxes fulvescens",1989
"50344","fulvescens","Charaxes","marialuisae","Charaxes fulvescens",1989
"50345","fulvescens","Charaxes","monitor","Charaxes fulvescens",1900
"50346","fulvescens","Charaxes","senegala","Charaxes fulvescens",1975
"50349","galawadiwosi","Charaxes",NA,"Charaxes galawadiwosi",1979
"50353","gallagheri","Charaxes",NA,"Charaxes gallagheri",1962
"50357","galleyanus","Charaxes",NA,"Charaxes galleyanus",1984
"50369","gerdae","Charaxes",NA,"Charaxes gerdae",1989
"50383","grahamei","Charaxes",NA,"Charaxes grahamei",1969
"50390","guderiana","Charaxes",NA,"Charaxes guderiana",1879
"50415","guderiana","Charaxes","rabaiensis","Charaxes guderiana",1929
"50417","hadrianus","Charaxes",NA,"Charaxes hadrianus",1871
"50456","hansalii","Charaxes",NA,"Charaxes hansalii",1867
"50474","hansalii","Charaxes","arabica","Charaxes hansalii",1931
"50475","hansalii","Charaxes","baringana","Charaxes hansalii",1905
"50476","hansalii","Charaxes","kulalae","Charaxes hansalii",1975
"50477","hansalii","Charaxes","yemeni","Charaxes hansalii",1998
"50478","harmodius","Charaxes",NA,"Charaxes harmodius",1867
"50487","harmodius","Charaxes","harpagon","Charaxes harmodius",1889
"50488","harmodius","Charaxes","infernus","Charaxes harmodius",1903
"50489","harmodius","Charaxes","lalangius","Charaxes harmodius",1990
"50490","harmodius","Charaxes","martinus","Charaxes harmodius",1900
"50491","harmodius","Charaxes","maruyamai","Charaxes harmodius",1987
"50492","harmodius","Charaxes","shiloi","Charaxes harmodius",1994
"50505","hildebrandtii","Charaxes",NA,"Charaxes hildebrandtii",1879
"50524","hildebrandtii","Charaxes","gillesi","Charaxes hildebrandtii",1974
"50525","hildebrandtii","Charaxes","katangensis","Charaxes hildebrandtii",1928
"50536","howarthi","Charaxes",NA,"Charaxes howarthi",1976
"50551","imperialis","Charaxes",NA,"Charaxes imperialis",1874
"50594","imperialis","Charaxes","albipuncta","Charaxes imperialis",1921
"50595","imperialis","Charaxes","dargei","Charaxes imperialis",1989
"50596","imperialis","Charaxes","graziellae","Charaxes imperialis",1989
"50597","imperialis","Charaxes","lisomboensis","Charaxes imperialis",1975
"50598","imperialis","Charaxes","nathaliae","Charaxes imperialis",1989
"50599","imperialis","Charaxes","pauliani","Charaxes imperialis",1933
"50600","imperialis","Charaxes","ugandicus","Charaxes imperialis",1972
"50601","imperialis","Charaxes","werneri","Charaxes imperialis",1989
"50620","jahlusa","Charaxes",NA,"Charaxes jahlusa",1862
"50646","jahlusa","Charaxes","argynnides","Charaxes jahlusa",1864
"50647","jahlusa","Charaxes","ganalensis","Charaxes jahlusa",1937
"50648","jahlusa","Charaxes","kenyensis","Charaxes jahlusa",1925
"50649","jahlusa","Charaxes","kigomaensis","Charaxes jahlusa",1975
"50650","jahlusa","Charaxes","mafiae","Charaxes jahlusa",1992
"50651","jahlusa","Charaxes","rex","Charaxes jahlusa",1978
"50652","jahlusa","Charaxes","rwandensis","Charaxes jahlusa",1976
"50656","jasius","Charaxes",NA,"Charaxes jasius",1767
"50714","jolybouyeri","Charaxes",NA,"Charaxes jolybouyeri",1998
"50721","junius","Charaxes",NA,"Charaxes junius",1880
"50725","junius","Charaxes","somalicus","Charaxes junius",1900
"50733","kahldeni","Charaxes",NA,"Charaxes kahldeni",1882
"50755","kahruba","Charaxes",NA,"Charaxes kahruba",1895
"50774","kahruba","Charaxes","yunnanesis","Charaxes kahruba",1994
"50778","karkloof","Charaxes",NA,"Charaxes karkloof",1957
"50780","karkloof","Charaxes","trimeni","Charaxes karkloof",1994
"50793","kheili","Charaxes",NA,"Charaxes kheili",1896
"50808","kheili","Charaxes","madi","Charaxes kheili",2010
"50809","kheili","Charaxes","northcotti","Charaxes kheili",1899
"50823","kirkii","Charaxes",NA,"Charaxes kirkii",1881
"50837","kirkii","Charaxes","daria","Charaxes kirkii",1952
"50838","kirkii","Charaxes","suk","Charaxes kirkii",1950
"50853","lactetinctus","Charaxes",NA,"Charaxes lactetinctus",1892
"50888","lactetinctus","Charaxes","ungemachi","Charaxes lactetinctus",1927
"50893","lasti","Charaxes",NA,"Charaxes lasti",1889
"50898","lasti","Charaxes","kimbozae","Charaxes lasti",1984
"50899","lasti","Charaxes","magomberae","Charaxes lasti",1984
"50905","latona","Charaxes",NA,"Charaxes latona",1866
"50915","latona","Charaxes","artemis","Charaxes latona",1900
"50916","latona","Charaxes","aruanus","Charaxes latona",1872
"50917","latona","Charaxes","brennus","Charaxes latona",1867
"50918","latona","Charaxes","cimonides","Charaxes latona",1894
"50919","latona","Charaxes","diana","Charaxes latona",1898
"50920","latona","Charaxes","discipicta","Charaxes latona",1914
"50921","latona","Charaxes","gigantea","Charaxes latona",1897
"50922","latona","Charaxes","insignis","Charaxes latona",1991
"50923","latona","Charaxes","layardi","Charaxes latona",1896
"50924","latona","Charaxes","leto","Charaxes latona",1898
"50925","latona","Charaxes","marcia","Charaxes latona",1915
"50926","latona","Charaxes","meridionalis","Charaxes latona",1900
"50927","latona","Charaxes","ombiranus","Charaxes latona",1900
"50928","latona","Charaxes","papuensis","Charaxes latona",1869
"50931","legeri","Charaxes",NA,"Charaxes legeri",1978
"50936","lemosi","Charaxes",NA,"Charaxes lemosi",1927
"50959","lucretius","Charaxes",NA,"Charaxes lucretius",1775
"50990","lucretius","Charaxes","intermedius","Charaxes lucretius",1971
"50991","lucretius","Charaxes","maximus","Charaxes lucretius",1971
"50992","lucretius","Charaxes","saldanhai","Charaxes lucretius",1983
"50993","lucretius","Charaxes","schofieldi","Charaxes lucretius",1989
"50994","lucyae","Charaxes",NA,"Charaxes lucyae",1975
